Year,Month,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp85,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,miroc-esm.1.rcp45,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp85,miroc5.1.rcp45,miroc5.1.rcp85
2030,9,0.663,1.239,1.706,1.124,0.427,1.81,1.618,1.168,0.667,0.386,2.829,0.246,1.338,0.442,0.352,1.417,0.238,0.082,0.722,1.223,0.898,1.718,1.252,1.713,0.587,1.431,1.655,0.191,1.825,1.223,0.532,1.639,3.087,1.794,0.053,2.929,5.11,2.464,0.601,1.321,1.587,0.854,1.945,0.729
2030,10,0.396,1.613,0.338,1.367,1.617,0.861,0.43,0.021,0.212,0.312,1.779,0.035,2.751,0.145,0.661,0.654,0.015,0.214,0.207,1.863,1.539,0.631,0.364,0.19,3.286,0.682,0.261,0.152,1.578,0.144,1.148,0.692,1.056,2.021,0.253,1.523,0.579,4.6,0.216,1.275,0.289,0.952,0.792,0.736
2030,11,0.092,0.725,0.292,1.023,0.041,0.189,0.0,0.636,0.701,1.692,0.553,2.533,0.88,1.216,1.175,1.181,0.05,0.463,0.627,0.0,0.204,0.497,0.183,0.37,0.56,0.102,0.187,0.257,0.603,0.063,0.063,0.198,0.081,0.873,0.65,0.432,0.596,0.772,0.743,2.694,1.076,0.912,0.014,0.1
2030,12,0.007,1.18,2.511,0.017,0.047,1.776,1.1,0.241,0.391,0.279,4.381,3.788,0.591,0.322,0.014,1.676,0.054,3.776,2.67,0.194,0.668,0.103,0.432,0.234,0.178,1.651,0.729,3.124,0.101,0.364,1.66,3.578,0.156,0.164,0.044,0.03,0.609,2.266,0.18,1.015,1.369,2.629,0.007,0.894
2031,1,1.045,1.359,0.204,0.103,2.152,1.871,1.019,0.003,0.716,0.275,0.572,0.889,0.952,0.123,0.243,0.348,0.01,1.351,1.423,0.245,1.325,1.397,0.076,0.202,1.429,1.376,0.031,0.981,0.661,1.372,0.698,2.705,1.141,3.39,0.08,1.108,0.661,1.785,0.552,0.139,0.428,3.911,0.084,0.128
2031,2,0.099,2.355,0.046,1.181,3.311,0.651,0.716,0.006,2.654,0.059,0.296,0.578,1.21,1.747,1.27,1.583,0.006,1.136,0.006,1.439,1.529,0.472,1.958,0.142,1.636,0.006,0.144,1.46,0.017,0.075,1.193,1.169,0.45,1.995,0.217,1.216,2.442,1.059,0.006,1.383,0.641,0.669,0.19,0.185
2031,3,2.019,0.24,0.267,0.236,0.059,0.385,1.113,0.059,0.113,0.418,0.163,1.708,0.385,0.171,0.307,0.721,0.0,0.931,0.053,0.039,0.208,0.048,0.694,1.416,0.761,0.258,1.342,1.015,0.219,0.532,0.16,0.143,0.358,1.503,0.216,0.553,0.719,2.52,0.108,0.438,0.753,0.209,0.449,0.723
2031,4,0.173,0.251,0.037,0.005,0.084,0.006,0.184,0.036,0.016,0.112,0.205,0.008,0.004,0.085,0.056,0.017,0.0,0.95,0.258,0.002,0.029,0.002,0.001,0.001,0.044,0.017,0.003,0.366,0.101,0.013,0.002,0.303,0.0,0.1,0.0,0.156,0.421,0.202,0.151,0.648,0.0,0.039,0.112,0.0
2031,5,0.046,0.002,0.006,0.244,0.242,0.001,0.034,0.001,0.027,0.129,0.0,0.008,0.035,0.076,0.004,0.003,0.012,0.035,0.387,0.32,0.165,0.01,0.0,0.181,0.001,0.004,0.094,0.005,0.001,0.001,0.052,0.103,0.255,0.115,0.002,0.024,0.032,0.003,0.006,0.163,0.102,0.006,0.353,0.002
2031,6,0.157,0.031,0.116,0.244,0.241,0.275,0.201,1.105,0.271,0.429,0.114,0.031,0.089,0.121,0.442,0.043,0.205,0.274,0.19,0.359,0.03,0.168,0.051,0.018,0.141,0.15,0.034,0.012,0.048,0.051,0.197,0.094,0.342,0.039,0.069,0.299,0.231,0.033,0.125,0.244,0.023,0.948,0.041,0.691
